description,deployed,phrase_count,doc_type,source,type,createdOn,enabled,matching,rollup,display_type,search_terms,effective_range,word_count,review,param_keys,banner_url,id,use_qec,confidence,groups,updatedOn,priority,param_values,field_name,_version_,sourceType,param_policies,name,surface_form,redirect_url,field_values
"",true,,rule,,boost_list,2019-04-09T19:52:55.220Z,true,keywords,Boost List,Boost List,"account manager,account manager,acct manager",,,approved,,,b453a2bb-1c40-4772-95d7-84faf2f4a5c3,false,,rules-global,2019-04-09T19:52:55.220Z,1,,id,1654098779929837573,,,boost-acct-manager,,,https://myvpostpay.verizonwireless.com/ui/acct/secure/profile#/manage/accountmanager
"",true,,rule,,boost_list,2019-04-09T19:53:43.520Z,true,keywords,Boost List,Boost List,"transfer service,assumption of liability,change account owner,aol - liability,transfer account,assumption of liability form",,,approved,,,1236c354-3148-451a-9089-dfd9979676e4,false,,rules-global,2019-04-09T19:53:43.520Z,1,,id,1654098779930886144,,,boost-assumption,,,https://myvpostpay.verizonwireless.com/ui/acct/secure/profile#/manage/transferofservice
"",true,,rule,,boost_list,2019-04-09T19:54:09.040Z,true,keywords,Boost List,Boost List,"security,privacy",,,approved,,,0f8f34dc-97fa-47dc-9de9-551515ca0ba3,false,,rules-global,2019-04-09T19:54:09.040Z,1,,id,1654098779930886145,,,boost-security,,,"https://myvpostpay.verizonwireless.com/ui/acct/secure/profile#/privacypermissions/privacysettings,https://devicesecurityandprivacyservices.verizonwireless.com/"
"",true,,rule,,boost_list,2019-04-09T19:54:37.350Z,true,keywords,Boost List,Boost List,"account pin,change pin,reset pin,my pin,get pin,account pin number,change my pin,my pin number,forgot pin,what is my pin",,,approved,,,23a73003-ed9c-4096-8c6b-45ba02cc606b,false,,rules-global,2019-04-15T13:46:50.620Z,1,,id,1654098779930886146,,,boost-pin,,,https://myaccount.verizonwireless.com/clp/login?redirect=/vzw/accountholder/profile/createbillingpasscode.action
"",true,,rule,,boost_list,2019-04-09T19:55:12.130Z,true,keywords,Boost List,Boost List,"change password,pin number,password,forgot password,change voicemail password,billing pin,reset password,change my password,change account password,billing account pin",,,approved,,,f642f04a-64c8-4272-97c1-4334c09b4903,false,,rules-global,2019-04-26T02:15:16.010Z,1,,id,1654098779930886147,,,boost-change-password,,,"https://myvpostpay.verizonwireless.com/ui/acct/secure/profile#/,https://www.verizon.com/foryourhome/vzrepair/vziha/servicecad.aspx?ihaweb=fix_setupwifi"
"",true,,rule,,boost_list,2019-04-09T19:55:45.930Z,true,keywords,Boost List,Boost List,"user name,user id,username",,,approved,,,4a48bb19-9f24-489f-b288-83c129f5efe4,false,,rules-global,2019-04-15T13:48:20.210Z,1,,id,1654098779930886148,,,boost-username,,,https://myaccount.verizonwireless.com/clp/login?redirect=/vzw/secure/profile.action
"",true,,rule,,boost_list,2019-04-09T19:56:19.760Z,true,keywords,Boost List,Boost List,"data analysis,account analysis,analysis",,,approved,,,b53dcfea-3801-4c5b-9bc1-f5cba08d6c00,false,,rules-global,2019-04-15T13:49:18.090Z,1,,id,1654098779931934720,,,boost-analysis,,,https://myaccount.verizonwireless.com/clp/login?redirect=/vzw/accountholder/mybill/usageanalysis.action
"",true,,rule,,boost_list,2019-04-09T19:56:46.150Z,true,keywords,Boost List,Boost List,"auto pay,set up auto pay,autopay,auto bill pay,change credit card,direct billing,update credit card,set up autopay,automatic payment",,,approved,,,acb91792-87f7-4da6-9664-22bfc36552bc,false,,rules-global,2019-04-25T21:17:24.540Z,1,,id,1654098779931934721,,,boost-auto-pay,,,"https://myaccount.verizonwireless.com/clp/login?redirect=/vzw/secure/payment.action,https://www.verizon.com/support/residential/account/pay-bill/setup-autopay"
"",true,,rule,,boost_list,2019-04-09T19:57:13.380Z,true,keywords,Boost List,Boost List,"my bill,bill,view my bill,statements,view bill,statement,payment history,past bills,print statement,previous bills,billing statement,current bill,billing history,previous bill,bill history,itemized bill,past statements,bill summary,detailed billing,copy of bill,detailed bill,billing statements,print bill,see my bill",,,approved,,,158391b4-e998-4dfc-8e13-7bdfb608970b,false,,rules-global,2019-04-25T21:12:40.860Z,1,,id,1654098779931934722,,,boost-view-bill,,,"https://myaccount.verizonwireless.com/clp/login?redirect=/vzw/secure/payment.action,https://myaccount.verizonwireless.com/clp/login?redirect=/vzw/accountholder/mybill/billingsummary.action,https://www.verizon.com/support/residential/account/view-bill/online,https://www.verizon.com/support/residential/account/view-bill/paper-free"
"",true,,rule,,boost_list,2019-04-09T19:59:31.540Z,true,keywords,Boost List,Boost List,"document,documents,receipts,receipt,reciepts,purchases,my receipts,proof of purchase",,,approved,,,eca876e2-e62a-4cd7-a2fc-7622fcf69947,false,,rules-global,2019-04-09T19:59:31.540Z,1,,id,1654098779931934723,,,boost-receipt,,,https://myvpostpay.verizonwireless.com/vzw/accountholder/digitalocker/messagecenter.action
"",true,,rule,,boost_list,2019-04-09T19:59:55.750Z,true,keywords,Boost List,Boost List,"pay my bill,pay bill,make payment,bill pay,Billing,make a payment,payment,pay,due date,payments,change due date,bills,paybill,change payment date,final bill,invoice,phone bill,balance,bill payment,past bill,change billing date,pay a bill,one time payment,pay online",,,approved,,,bd20d147-28ae-404c-8c07-f7245b039028,false,,rules-global,2019-05-13T18:10:56.540Z,1,,id,1654098779931934724,,,boost-pay-bill,,,https://myaccount.verizonwireless.com/clp/login?redirect=/vzw/secure/payment.action
"",true,,rule,,boost_list,2019-04-09T20:00:30.900Z,true,keywords,Boost List,Boost List,"payment arrangement,promise to pay,payment arrangements",,,approved,,,110a07b6-46fd-4766-a05b-7e0d000bcbc9,false,,rules-global,2019-05-13T18:15:23.400Z,1,,id,1654098779932983296,,,boost-payment-arrangement,,,https://myvpostpay.verizonwireless.com/vzw/accountholder/paymentarrangements/payment-arrangements-overview.action#/nopaymentarrangements
"",true,,rule,,boost_list,2019-04-09T20:00:59.410Z,true,keywords,Boost List,Boost List,"suspend,suspend service,suspend a line,suspend line,suspend phone",,,approved,,,d91bcfa0-ce95-4561-9855-5fc02def14be,false,,rules-global,2019-04-15T13:56:47.850Z,1,,id,1654098779932983297,,,boost-suspend,,,https://myaccount.verizonwireless.com/clp/login?redirect=/vzw/accountholder/services/devicemanagement.action
"",true,,rule,,boost_list,2019-04-09T20:01:52.010Z,true,keywords,Boost List,Boost List,"order status,my orders,order,orders,my order,check order status,order history",,,approved,,,68bdf936-086a-493a-9fc8-c6bf1ee18715,false,,rules-global,2019-04-15T14:00:20.810Z,1,,id,1654098779932983298,,,boost-order-status,,,https://myaccount.verizonwireless.com/clp/login?redirect=/vzw/secure/orderhistory/vieworderhistory.action
"",true,,rule,,boost_list,2019-04-09T20:02:17.580Z,true,keywords,Boost List,Boost List,"call forwarding,call forward,forwarding,forward,forward calls,call fowarding,cancel call forwarding,call for",,,approved,,,53958bd2-cfce-4987-89e0-9d79b926b35d,false,,rules-global,2019-04-26T02:10:38.610Z,1,,id,1654098779932983299,,,boost-forwarding,,,"https://myvpostpay.verizonwireless.com/vzw/secure/services/callforward.action,https://www.verizon.com/support/residential/homephone/calling-features/avoid-missed-calls"
"",true,,rule,,boost_list,2019-04-09T20:03:03.710Z,true,keywords,Boost List,Boost List,"senior plans,senior plan,65 plus plan,nationwide 65 plus plan,senior discount,senior,senior phone,senior phones,phones for seniors,senior discounts,seniors,phone for seniors",,,approved,,,5a0e03e6-3610-4b15-834c-961f7fc727e6,false,,rules-global,2019-04-09T20:03:03.710Z,1,,id,1654098779932983300,,,boost-senior,,,https://www.verizonwireless.com/articles/best-cell-phones-plans-and-accessories-for-senior/
"",true,,rule,,boost_list,2019-04-10T19:28:23.360Z,true,keywords,Boost List,Boost List,"enable personal hotspot,enable hotspot,hotspot setup,setup personal hotspot,iphone hotspot,setup hotspot",,,approved,,,620da849-d6c4-4be2-ac89-f39ff1062c17,false,,rules-global,2019-04-10T19:28:23.360Z,1,,id,1654098779932983301,,,boost-hotspot,,,https://www.verizonwireless.com/articles/how-to-use-your-smartphone-as-a-mobile-hotspot/
"",true,,rule,,boost_list,2019-04-10T19:29:10.510Z,true,keywords,Boost List,Boost List,"push to talk,walkie talkie,push talk",,,approved,,,d08a7e79-adeb-492f-a942-b11cf06bcefa,false,,rules-global,2019-04-10T19:29:10.510Z,1,,id,1654098779934031872,,,boost-push,,,https://www.verizonwireless.com/biz/productivity/push-to-talk-plus/
"",true,,rule,,boost_list,2019-04-10T19:29:43.970Z,true,keywords,Boost List,Boost List,"byod,byop,bring your own device,bring your own phone,bring my own device,bring your own,bring my own phone",,,approved,,,31a1d794-74d2-4fe0-90ba-dc0a543757a3,false,,rules-global,2019-04-10T19:29:43.970Z,1,,id,1654098779934031873,,,boost-byod,,,https://www.verizonwireless.com/bring-your-own-device/
"",true,,rule,,boost_list,2019-04-10T19:30:38.920Z,true,keywords,Boost List,Boost List,"change data plan,change my plan,change plan,more data,data plan,new plan,add minutes,buy data,increase data,buy more data,get more data,add more data,change plans,adding data,add data",,,approved,,,329ab9a9-72e4-40d6-b7b4-3fe986145f6b,false,,rules-global,2019-04-10T19:30:38.920Z,1,,id,1654098779934031874,,,boost-change-plan,,,https://www.verizonwireless.com/digital/cpc/cpclandingpage#/
"",true,,rule,,boost_list,2019-04-10T19:31:50.390Z,true,keywords,Boost List,Boost List,"discounts,discount,corporate discount,renew discount,company discount,corporate discounts,student discount,employer discount,work discounts,company discounts,work discount,teacher discount,employee,government discount,plan discounts,teacher discounts,employment discount,my discounts,discount status,employer discounts,eleu,educator discount,employee discount,employee discounts",,,approved,,,20dd19fe-d48b-4fe1-b158-5388dc52f406,false,,rules-global,2019-04-10T19:31:50.390Z,1,,id,1654098779934031875,,,boost-discount,,,https://www.verizonwireless.com/discount-program/
"",true,,rule,,boost_list,2019-04-10T19:34:08.290Z,true,keywords,Boost List,Boost List,"military discount,military,veteran discount,military discounts,veterans discount",,,approved,,,a8d21b91-29d4-4639-be19-15dc619414b6,false,,rules-global,2019-04-10T19:39:12.940Z,1,,id,1654098779935080448,,,boost-military-discount,,,https://www.verizonwireless.com/discounts/military/
"",true,,rule,,boost_list,2019-04-10T19:34:47.960Z,true,keywords,Boost List,Boost List,"coverage map,coverage,coverage locator,map,coverage area,service map,coverage maps,maps",,,approved,,,e94ee44d-fdda-452a-851c-6404a4735ac2,false,,rules-global,2019-04-10T19:34:47.960Z,1,,id,1654098779935080449,,,boost-coverage,,,https://www.verizonwireless.com/featured/better-matters/
"",true,,rule,,boost_list,2019-04-10T19:35:20.980Z,true,keywords,Boost List,Boost List,"first responder,first responders,fire,firefighters,Police,EMS,rubicon,team rubicon",,,approved,,,5921c14e-3b8a-4f30-86bf-bccf5901fa9e,false,,rules-global,2019-04-10T19:35:20.980Z,1,,id,1654098779935080450,,,boost-first-responder,,,https://www.verizonwireless.com/featured/first-responders/
"",true,,rule,,boost_list,2019-04-10T19:35:50.780Z,true,keywords,Boost List,Boost List,"unblock,unblock number,unlock phone,unlock iphone,unlock,unlock my phone,unlocked,unlocking phone",,,approved,,,c2c8c4b4-e46c-4191-9360-00fd2525bb97,false,,rules-global,2019-04-10T19:35:50.780Z,1,,id,1654098779935080451,,,boost-unblock,,,https://www.verizonwireless.com/featured/unlocked-phones/
"",true,,rule,,boost_list,2019-04-10T19:36:18.990Z,true,keywords,Boost List,Boost List,"fraud,fraud department",,,approved,,,0fb6534b-79f7-4912-b15a-b520c91c8670,false,,rules-global,2019-04-10T19:36:18.990Z,1,,id,1654098779935080452,,,boost-fraud,,,https://www.verizonwireless.com/fraud/
"",true,,rule,,boost_list,2019-04-10T19:36:55.600Z,true,keywords,Boost List,Boost List,"home internet,internet,wireless internet,internet service,home fusion,lte internet,dsl",,,approved,,,124e3c18-1bf0-4a39-9079-ab8461252c4a,false,,rules-global,2019-04-10T19:36:55.600Z,1,,id,1654098779935080453,,,boost-internet,,,https://www.verizonwireless.com/home-services/home-services/
"",true,,rule,,boost_list,2019-04-10T19:37:30.450Z,true,keywords,Boost List,Boost List,"jetpack,jetpacks,jet pack,jet packs,hotspot,hotspots,hot spot,hot spots",,,approved,,,bba3d9bb-f611-477c-91cc-3e5e67fea5f9,false,,rules-global,2019-04-10T19:37:30.450Z,1,,id,1654098779936129024,,,boost-jetpack,,,https://www.verizonwireless.com/internet-devices/
"",true,,rule,,boost_list,2019-04-10T19:38:58.320Z,true,keywords,Boost List,Boost List,"military,vet,veteran,veterans,vets",,,approved,,,a2b0769e-ade7-4fd9-a3c7-37f31b739120,false,,rules-global,2019-04-10T19:38:58.320Z,1,,id,1654098779936129025,,,boost-military-vet,,,https://www.verizonwireless.com/military/
"",true,,rule,,boost_list,2019-04-10T19:39:49.100Z,true,keywords,Boost List,Boost List,"upgrade,upgrade device,phone upgrade,upgrade eligibility,annual upgrade,early upgrade,upgrades,upgrade phone,transfer upgrade,change phone,free upgrade,free phone upgrade,upgrade fee,up grade",,,approved,,,17889048-bd63-4242-97c7-31f29f97fada,false,,rules-global,2019-04-10T19:39:49.100Z,1,,id,1654098779936129026,,,boost-upgrade,,,https://www.verizonwireless.com/od/cust/auth/mtndetail#/
"",true,,rule,,boost_list,2019-04-10T20:03:05.710Z,true,keywords,Boost List,Boost List,"trade in value,trade,trade-in iphone,device trade in,trade-in,tradein,trade in phone,trade in device,iphone trade-in,trade in program,trade-in status,phone trade in,replacement,trade in status,phone buy back,buy back,iphone trade in,return old phone,sell phone,device trade,trade ins,trade in iphone,trade in old phone",,,approved,,,60877128-1efb-44ed-bc3a-a548c56fc4c5,false,,rules-global,2019-04-19T14:59:32.500Z,1,,id,1654098779936129027,,,boost-trade-in,,,https://www.verizonwireless.com/od/trade-in
"",true,,rule,,boost_list,2019-04-11T13:33:27.380Z,true,keywords,Boost List,Boost List,"plans,cell phone plans,my plan,monthly plans,plan,phone plans,wireless plans,service plans,basic phone plans,basic phone plan,rollover data,pre paid plans,phone plan,verizon plans",,,approved,,,fbac3349-b0dd-474d-9e19-e2adb23423b2,false,,rules-global,2019-04-11T13:33:27.380Z,1,,id,1654098779936129028,,,boost-plans,,,https://www.verizonwireless.com/plans/
"",true,,rule,,boost_list,2019-04-11T13:34:17.970Z,true,keywords,Boost List,Boost List,"data plans,data only,data only plans,data only plan,data,shared plan,share plan,shared data plan,share data plan,share plan,plan share",,,approved,,,31724788-de15-4c3d-bee8-7570879739f6,false,,rules-global,2019-04-11T13:34:17.970Z,1,,id,1654098779937177600,,,boost-data-plans,,,https://www.verizonwireless.com/plans/#shared
"",true,,rule,,boost_list,2019-04-11T13:34:50.800Z,true,keywords,Boost List,Boost List,"add a line,add line,adding a line,cost to add a line,add a device,add a phone,sub account",,,approved,,,69fcb572-1ec1-4077-bac4-b19ca2be6897,false,,rules-global,2019-04-11T13:34:50.800Z,1,,id,1654098779937177601,,,boost-add-line,,,"https://www.verizonwireless.com/plans/add-a-line/,https://www.verizonwireless.com/vzw/secure/authdecision.jsp?amlogin=true&flow=aal"
"",true,,rule,,boost_list,2019-04-11T13:35:21.440Z,true,keywords,Boost List,Boost List,"prepaid,prepay,pre paid,no contract,prepaid phone card",,,approved,,,693101d7-c92c-4386-bdb2-ab1fcdbe950f,false,,rules-global,2019-04-11T13:35:21.440Z,1,,id,1654098779937177602,,,boost-prepaid,,,https://www.verizonwireless.com/prepaid/
"",true,,rule,,boost_list,2019-04-11T13:35:52.730Z,true,keywords,Boost List,Boost List,"prepaid plan,pay as you go,pay as you go plan,pay as you go plans",,,approved,,,8cb4a648-81c3-4513-b319-a13972417323,false,,rules-global,2019-04-11T13:35:52.730Z,1,,id,1654098779937177603,,,boost-prepaid-plan,,,"https://www.verizonwireless.com/prepaid/,https://www.verizonwireless.com/smartphones/prepaid/"
"",true,,rule,,boost_list,2019-04-11T13:36:31.240Z,true,keywords,Boost List,Boost List,"gift card,gift card balance,gift cards,redeem gift card,apply gift card,verizon gift card",,,approved,,,ad965962-0d5c-4597-8b22-c970fefbfa7d,false,,rules-global,2019-04-11T13:36:31.240Z,1,,id,1654098779937177604,,,boost-gift-card,,,"https://www.verizonwireless.com/products/gift-cards/,https://www.verizonwireless.com/products/gift-card-balance/?intcmp=int-sitesearch-redirect-giftcardbalance#/"
"",true,,rule,,boost_list,2019-04-11T13:37:05.260Z,true,keywords,Boost List,Boost List,"device recycling program,recycle,device recycle,device recycling",,,approved,,,d21eb5b9-bd9c-4d0c-9019-2bb47cf45120,false,,rules-global,2019-04-11T13:38:43.300Z,1,,id,1654098779937177605,,,boost-recycle,,,https://www.verizonwireless.com/support/how-to-recycle-device/
"",true,,rule,,boost_list,2019-04-11T13:39:24.050Z,true,keywords,Boost List,Boost List,"rewards,my rewards,smart rewards,verizon rewards,reward points,redeem rewards,points,my points,redeem points,reward,verizon points,redeem reward points,verizon up,up",,,approved,,,ec6de5c1-1467-4d4f-b721-5fdfffe68459,false,,rules-global,2019-05-13T18:13:53.780Z,1,,id,1654098779937177606,,,boost-verizon-up,,,"https://www.verizonwireless.com/rewards/verizon-up/,http://www.verizon.com/home/mlp/myrewards.html"
"",true,,rule,,boost_list,2019-04-11T13:40:17.930Z,true,keywords,Boost List,Boost List,"caller name id,caller id,block caller id,change caller id,caller id name,call filter,call filtering,robocall,robocalls,robo call,robo calls,spam,unwanted call,unwanted calls,nomorobo",,,approved,,,6158dbf3-38ad-4050-8236-0c890ff64b60,false,,rules-global,2019-04-26T01:56:32.830Z,1,,id,1654098779938226176,,,boost-call-filter,,,"https://www.verizonwireless.com/solutions-and-services/call-filter/,https://www.verizon.com/support/residential/homephone/calling-features/stop-unwanted-calls"
"",true,,rule,,boost_list,2019-04-11T13:40:55.160Z,true,keywords,Boost List,Boost List,"hum,verizon hum",,,approved,,,eadea551-6d4a-4b45-bbc2-5560eba9ef08,false,,rules-global,2019-04-11T13:40:55.160Z,1,,id,1654098779938226177,,,boost-hum,,,https://www.verizonwireless.com/solutions-and-services/hum/
"",true,,rule,,boost_list,2019-04-11T13:41:40.210Z,true,keywords,Boost List,Boost List,"insurance,repair,repair phone,total mobile protection,phone insurance,asurion,add insurance,mobile protection,assurion,tmp,total equipment coverage,cracked screen,protection plan,repair,remove insurance,protection,wireless phone protection,device protection,screen replacement,equipment protection,device insurance,how to add insurance,do i have insurance,total mobile protection - asurion,my insurance,insurance coverage,deductible,total protection,phone protection,asurion phone number,equipment coverage",,,approved,,,dcb8e921-84db-4eb3-a1f9-43552edd43ce,false,,rules-global,2019-11-19T17:18:21.010Z,1,,id,1654098779938226178,,,boost-insurance,,,"https://www.verizonwireless.com/solutions-and-services/total-mobile-protection/,https://www.verizonwireless.com/solutions-and-services/insurance-and-repair/"
"",true,,rule,,boost_list,2019-04-11T13:42:12.980Z,true,keywords,Boost List,Boost List,"international plan,international calling,international,international plans,mexico,canada,international calls,global services,international service,international texting,international data,international rates,puerto rico,canada plan,international calling plans,international calling plan,global,international usage,add international,hawaii,international calling rates,planes,international services,international call,international use,costa rica",,,approved,,,3afea2d6-acbe-44e4-9c40-8fd78ff3f8b8,false,,rules-global,2019-04-11T13:42:12.980Z,1,,id,1654098779938226179,,,boost-international,,,https://www.verizonwireless.com/solutions-and-services/international/
"",true,,rule,,boost_list,2019-04-11T13:42:38.640Z,true,keywords,Boost List,Boost List,"navigator,vz navigator",,,approved,,,cab086ce-24c7-4c0a-aacb-c8620ea210c5,false,,rules-global,2019-04-11T13:42:38.640Z,1,,id,1654098779939274752,,,boost-navigator,,,https://www.verizonwireless.com/solutions-and-services/navigator/
"",true,,rule,,boost_list,2019-04-11T13:43:19.920Z,true,keywords,Boost List,Boost List,"early termination,how much is the early termination fee,cancel contract,early termination fees,etf,cancellation fee",,,approved,,,358aaa3f-dcad-4b01-8a90-14ab38e3c149,false,,rules-global,2019-04-11T13:43:19.920Z,1,,id,1654098779939274753,,,boost-early-term,,,https://www.verizonwireless.com/solutions-and-services/return-policy/
"",true,,rule,,boost_list,2019-04-11T13:44:07.810Z,true,keywords,Boost List,Boost List,"roadside assistance,road side assistance,road side,roadside",,,approved,,,404c2d2e-2d51-4465-a0d2-044b7600e376,false,,rules-global,2019-04-11T13:44:07.810Z,1,,id,1654098779939274754,,,boost-roadside-assistance,,,https://www.verizonwireless.com/solutions-and-services/roadside-assistance/
"",true,,rule,,boost_list,2019-04-11T13:44:35.810Z,true,keywords,Boost List,Boost List,"cloud,my cloud,verizon cloud,backup,icloud,manage my cloud,cloud storage,icloud backup,mycloud,back up,the cloud,my verizon cloud,storage,i cloud,vz cloud,manage cloud,download,clou,cloud backup,download from cloud",,,approved,,,5f8973b6-848b-4379-b867-15e14f1fcfd1,false,,rules-global,2019-04-11T13:44:35.810Z,1,,id,1654098779939274755,,,boost-cloud,,,"https://www.verizonwireless.com/solutions-and-services/verizon-cloud/,https://cloud.verizonwireless.com/vzcloud/home/cloudoverview.action"
"",true,,rule,,boost_list,2019-04-11T13:45:06.840Z,true,keywords,Boost List,Boost List,"smart family,smartfamily,family base,parental controls,familybase,family,cancel family base,manage family base,remove family base,parental control,safe mode,time restrictions,restrictions,parental,data controls,content filters",,,approved,,,eaa90f31-1683-4cc5-8f20-b29346dbc5bb,false,,rules-global,2019-04-11T13:45:06.840Z,1,,id,1654098779940323328,,,boost-smart-family,,,"https://www.verizonwireless.com/solutions-and-services/verizon-smart-family/,https://myvpostpay.verizonwireless.com/vzw/secure/safeguards/securitysuite.action"
"",true,,rule,,boost_list,2019-04-11T13:45:32.910Z,true,keywords,Boost List,Boost List,"store locator,store location,store,stores,store hours,store locations,verizon store,find a store,verizon stores",,,approved,,,da5dbc93-228a-492a-9e4f-7dd41c2a19d7,false,,rules-global,2019-04-11T13:45:32.910Z,1,,id,1654098779940323329,,,boost-store,,,https://www.verizonwireless.com/stores/
"",true,,rule,,boost_list,2019-04-11T13:45:59.300Z,true,keywords,Boost List,Boost List,"backup assistant,backup assistance,back up assistant,back up assistance,backup contacts,restore contacts,back up contacts",,,approved,,,0ae429dc-1396-410a-b753-8bc357ff3767,false,,rules-global,2019-04-11T13:45:59.300Z,1,,id,1654098779940323330,,,boost-backup-assist,,,https://www.verizonwireless.com/support/backup-assistant/
"",true,,rule,,boost_list,2019-04-11T13:46:28.780Z,true,keywords,Boost List,Boost List,"customer service,contacts,contact us,contact,tech support,customer support,technical support,contact verizon,service,customer care,tech coach,verizon,verizon billing address,representative,customer service number,customer service phone number,phone number,contact number,verizon phone number,phone number for customer service,technical support phone number,tech support phone number,customer support phone number",,,approved,,,4984d631-2ed7-4fd4-86fd-16b98c714893,false,,rules-global,2019-04-26T01:51:51.250Z,1,,id,1654098779940323331,,,boost-contact-us,,,"https://www.verizonwireless.com/support/contact-us/,https://www.verizon.com/support/residential/contact-us/contactuslanding.htm"
"",true,,rule,,boost_list,2019-04-11T13:46:50.670Z,true,keywords,Boost List,Boost List,"chat,live chat,chat now,support chat,online chat,sales chat,chat support,verizon chat,chat live",,,approved,,,5caa8097-6112-4996-8158-90f191a50569,false,,rules-global,2019-04-11T13:46:50.670Z,1,,id,1654098779940323332,,,boost-chat,,,https://www.verizonwireless.com/support/contact-us/#livechat
"",true,,rule,,boost_list,2019-04-11T13:47:20Z,true,keywords,Boost List,Boost List,"content transfer,transfer content",,,approved,,,7bdc16f1-0057-4be4-9bcc-b4af7f21d2be,false,,rules-global,2019-04-11T13:47:20Z,1,,id,1654098779941371904,,,boost-content-transfer,,,https://www.verizonwireless.com/support/content-transfer-help/
"",true,,rule,,boost_list,2019-04-11T13:47:44.850Z,true,keywords,Boost List,Boost List,"print return label,return label,return shipping label,shipping label,print return shipping label,print label,print shipping label,return lable,return labels,prepaid return label",,,approved,,,c84984fa-fb6d-4c2a-b216-2a4e5e623ac4,false,,rules-global,2019-04-26T01:47:23.570Z,1,,id,1654098779941371905,,,boost-label,,,"https://www.verizonwireless.com/support/device-payment-faqs/#return-label,https://www.verizon.com/support/consumer/equipmentreturn"
"",true,,rule,,boost_list,2019-04-11T13:48:14.310Z,true,keywords,Boost List,Boost List,"screen repair,damaged phone,broken phone,broken screen,phone repair",,,approved,,,35f4263a-2474-4996-8825-fe2f40baefa9,false,,rules-global,2019-04-11T13:48:14.310Z,1,,id,1654098779941371906,,,boost-repair,,,https://www.verizonwireless.com/support/device-replacement-program/
"",true,,rule,,boost_list,2019-04-11T13:48:45.230Z,true,keywords,Boost List,Boost List,"stolen phone,report stolen phone,stolen",,,approved,,,422b660a-c2a9-474d-9f97-00e8f2fb56b3,false,,rules-global,2019-04-11T13:48:45.230Z,1,,id,1654098779941371907,,,boost-stolen,,,https://www.verizonwireless.com/support/device-replacement-program/
"",true,,rule,,boost_list,2019-04-11T13:49:14.430Z,true,keywords,Boost List,Boost List,"roaming,international roaming,roaming charges",,,approved,,,2e395839-995a-4838-b8b6-2de091f63820,false,,rules-global,2019-04-11T13:49:14.430Z,1,,id,1654098779941371908,,,boost-roam,,,https://www.verizonwireless.com/support/domestic-roaming-faqs/
"",true,,rule,,boost_list,2019-04-11T13:49:38.980Z,true,keywords,Boost List,Boost List,"insurance claim,file a claim,file insurance claim,claim,asurion claim,claims,file claim,phone claim,insurance claims,filing a claim",,,approved,,,5dffad31-9374-4054-a9e6-f012457cf266,false,,rules-global,2019-04-11T13:49:38.980Z,1,,id,1654098779941371909,,,boost-claim,,,https://www.verizonwireless.com/support/equipment-protection-faqs/#file-claim
"",true,,rule,,boost_list,2019-04-11T13:50:35.500Z,true,keywords,Boost List,Boost List,"change phone number,change my number,change number,change mobile number,change my phone number,number change,changing phone number,switch numbers",,,approved,,,9d7d6b92-a636-48ba-bcd8-57d135d4e535,false,,rules-global,2019-04-15T13:59:19.670Z,1,,id,1654098779942420480,,,boost-change-number,,,"https://www.verizonwireless.com/support/how-to-change-phone-number-video/,https://myaccount.verizonwireless.com/clp/login?redirect=/vzw/accountholder/services/devicemanagement.action,https://myaccount.verizonwireless.com/clp/login?redirect=/vzw/secure/profile.action"
"",true,,rule,,boost_list,2019-04-11T13:51:12.010Z,true,keywords,Boost List,Boost List,"find my phone,locate my phone,find my iphone,track my phone,locate phone,locate lost phone,find phone,find my device,phone locator,locate device,tracking phone,find lost phone",,,approved,,,295ece7a-0360-4c65-9915-de3506601d5b,false,,rules-global,2019-04-11T13:51:12.010Z,1,,id,1654098779942420481,,,boost-find-phone,,,https://www.verizonwireless.com/support/how-to-find-phone/
"",true,,rule,,boost_list,2019-04-11T13:51:44.010Z,true,keywords,Boost List,Boost List,cancel order,,,approved,,,709125b3-3287-414f-960d-ab9cea74ead3,false,,rules-global,2019-04-11T13:51:44.010Z,1,,id,1654098779942420482,,,boost-cancel-order,,,https://www.verizonwireless.com/support/in-store-pickup-faqs/#cancel-order
"",true,,rule,,boost_list,2019-04-11T13:52:12.750Z,true,keywords,Boost List,Boost List,"send text,send message,send a message,send a text,send text message,vtext,send a text message,online texting,vtext.com,text online,text from computer,send a text online,online text,send text message online,send text message from computer",,,approved,,,87fe6a8e-db71-41cc-9ff1-527b7fa9a8de,false,,rules-global,2019-04-11T13:52:12.750Z,1,,id,1654098779942420483,,,boost-send-text,,,https://www.verizonwireless.com/support/knowledge-base-54302/
"",true,,rule,,boost_list,2019-04-11T13:52:38.510Z,true,keywords,Boost List,Boost List,"usage controls,limit data,data limits,set data limits,limit data usage,data limit,manage data usage,turn off data",,,approved,,,bdab28e1-8e2a-4870-84de-88f227541476,false,,rules-global,2019-04-11T13:52:38.510Z,1,,id,1654098779942420484,,,boost-limit-data,,,https://www.verizonwireless.com/support/knowledge-base-80759/
